index,Notice Type,Posted Date/Time,Notice Effective Date/Time,Notice End Date/Time,Notice Identifier,Subject,Response Date/Time,unit
88,Capacity Constraint,08/12/2022 03:34:25 PM,08/13/2022 09:00:00 AM,08/14/2022 09:00:00 AM,123866,SR Storage Conditions for 8/13/2022,,SR
89,Capacity Constraint,08/11/2022 03:12:00 PM,08/12/2022 09:00:00 AM,08/13/2022 09:00:00 AM,123831,SR Storage Conditions for 8/12/2022,,SR
90,Capacity Constraint,08/10/2022 03:35:00 PM,08/11/2022 09:00:00 AM,08/12/2022 09:00:00 AM,123792,SR Storage Conditions for 8/11/2022,,SR
91,Capacity Constraint,08/09/2022 03:35:00 PM,08/10/2022 09:00:00 AM,08/11/2022 09:00:00 AM,123747,SR Storage Conditions for 8/10/2022,,SR
92,Capacity Constraint,08/08/2022 02:35:25 PM,08/09/2022 09:00:00 AM,08/10/2022 09:00:00 AM,123699,SR Storage Conditions for 8/9/2022,,SR
93,Capacity Constraint,08/07/2022 03:03:35 PM,08/08/2022 09:00:00 AM,08/09/2022 09:00:00 AM,123666,SR Storage Conditions for 8/8/2022,,SR
94,Capacity Constraint,08/06/2022 03:29:18 PM,08/07/2022 09:00:00 AM,08/08/2022 09:00:00 AM,123647,SR Storage Conditions for 8/7/2022,,SR
95,Capacity Constraint,08/05/2022 03:29:17 PM,08/06/2022 09:00:00 AM,08/07/2022 09:00:00 AM,123621,SR Storage Conditions for 8/6/2022,,SR
96,Capacity Constraint,08/04/2022 02:27:00 PM,08/05/2022 09:00:00 AM,08/06/2022 09:00:00 AM,123577,SR Storage Conditions for 8/5/2022,,SR
97,Capacity Constraint,08/03/2022 02:24:55 PM,08/04/2022 09:00:00 AM,08/05/2022 09:00:00 AM,123545,SR Storage Conditions for 8/4/2022,,SR
0,Capacity Constraint,10/31/2022 02:42:16 PM,11/01/2022 09:00:00 AM,11/02/2022 09:00:00 AM,126887,STT Pipeline Conditions for 11/1/2022,,STT
1,Computer System Status,10/14/2022 10:04:50 AM,10/14/2022 10:30:00 PM,10/17/2022 02:30:00 AM,126221,Reminder: LINK System Maintenance this weekend (October 14 to October 17),,STT
2,Computer System Status,10/06/2022 02:28:06 PM,10/14/2022 10:30:00 PM,10/17/2022 02:30:00 AM,125884,LINK System Maintenance the weekend of October 14th,,STT
3,Capacity Constraint,10/05/2022 04:05:25 PM,10/05/2022 04:05:25 PM,01/03/2023 04:05:25 PM,125852,STT Imbalance Notice -- UPDATE,,STT
4,Computer System Status,10/04/2022 07:49:45 AM,10/05/2022 05:00:00 AM,10/05/2022 10:00:00 AM,125783,"Reminder - Application Maintenance on Wednesday October 5, 2022",,STT
5,Capacity Constraint,09/28/2022 06:45:26 AM,09/28/2022 06:45:26 AM,12/27/2022 06:45:26 AM,125550,STT Imbalance Notice,,STT
6,Computer System Status,09/27/2022 01:36:32 PM,09/27/2022 01:36:32 PM,12/26/2022 01:36:32 PM,125511,"LINK Application Maintenance Postponed until October 5, 2022",,STT
7,Computer System Status,09/26/2022 03:38:32 PM,09/26/2022 03:38:32 PM,12/25/2022 03:38:32 PM,125483,"Reminder about Application Maintenance on Wednesday September 28, 2022",,STT
8,Computer System Status,09/12/2022 07:11:29 AM,09/12/2022 07:11:29 AM,12/11/2022 07:11:29 AM,124949,"Changes to LINK System Maintenance for the week of September 12, 2022",,STT
9,Computer System Status,09/01/2022 08:45:25 AM,09/01/2022 08:45:25 AM,11/30/2022 08:45:25 AM,124568,Application Maintenance on September 14,,STT
10,Computer System Status,08/18/2022 07:14:34 AM,08/18/2022 07:14:34 AM,11/16/2022 07:14:34 AM,124073,LINK System Maintenance the weekend of September 16th,,STT
0,Capacity Constraint,10/31/2022 03:14:58 PM,11/01/2022 09:00:00 AM,11/02/2022 09:00:00 AM,126889,TE Pipeline Conditions for 11/1/2022,,TE
1,Operational Flow Order,10/31/2022 03:00:00 PM,11/01/2022 09:00:00 AM,01/29/2023 09:03:09 AM,126876,TE Individual Operational Flow Order -- LIFTED,,TE
2,Operational Flow Order,10/31/2022 08:25:23 AM,10/31/2022 08:25:23 AM,01/29/2023 08:25:23 AM,126874,TE System Wide OFO -- LIFTED,,TE
3,Capacity Constraint,10/30/2022 03:06:23 PM,10/31/2022 09:00:00 AM,11/01/2022 09:00:00 AM,126873,TE Pipeline Conditions for 10/31/2022,,TE
4,Capacity Constraint,10/29/2022 03:16:47 PM,10/30/2022 09:00:00 AM,10/31/2022 09:00:00 AM,126841,TE Pipeline Conditions for 10/30/2022,,TE
5,Capacity Constraint,10/28/2022 02:56:00 PM,10/29/2022 09:00:00 AM,10/30/2022 09:00:00 AM,126786,TE Pipeline Conditions for 10/29/2022,,TE
6,Capacity Constraint,10/28/2022 01:15:00 PM,10/28/2022 01:15:00 PM,01/26/2023 01:15:00 PM,126774,Line 40 Operational Advisory - LIFTED,,TE
7,Capacity Constraint,10/27/2022 03:38:52 PM,10/28/2022 09:00:00 AM,10/29/2022 09:00:00 AM,126770,TE Pipeline Conditions for 10/28/2022,,TE
8,Capacity Constraint,10/27/2022 10:16:00 AM,10/27/2022 10:16:00 AM,01/25/2023 10:16:00 AM,126736,"Provident City to Speaks, PRCY LN 11 VS 1 Isolation -- COMPLETE",,TE
9,Operational Flow Order,10/27/2022 07:18:58 AM,10/28/2022 09:00:00 AM,01/25/2023 07:18:58 AM,126727,TE System Wide OFO EFF 10/28,,TE
10,Capacity Constraint,10/26/2022 03:12:57 PM,10/27/2022 09:00:00 AM,10/28/2022 09:00:00 AM,126721,TE Pipeline Conditions for 10/27/2022,,TE
11,Capacity Constraint,10/26/2022 11:37:53 AM,10/26/2022 11:37:53 AM,01/24/2023 11:37:53 AM,126687,TE Meter Underperformance,,TE
12,Operational Flow Order,10/26/2022 10:30:00 AM,10/26/2022 10:30:00 AM,01/24/2023 10:30:00 AM,126686,TE Individual Operational Flow Order,,TE
13,Capacity Constraint,10/26/2022 08:19:17 AM,10/26/2022 08:19:17 AM,01/24/2023 08:19:17 AM,126682,Line 40 Operational Advisory - Correction Not Line 41,,TE
14,Capacity Constraint,10/26/2022 07:35:02 AM,10/26/2022 07:35:02 AM,01/24/2023 07:35:02 AM,126681,Line 41 Operational Advisory,,TE
15,Capacity Constraint,10/25/2022 04:22:00 PM,10/26/2022 09:00:00 AM,10/27/2022 09:00:00 AM,126680,TE Pipeline Conditions for 10/26/2022,,TE
16,Over-Under Performance,10/25/2022 02:26:48 PM,10/25/2022 02:26:48 PM,01/23/2023 02:26:48 PM,126653,TE Meter Underperformance,,TE
17,Capacity Constraint,10/24/2022 04:13:06 PM,10/25/2022 09:00:00 AM,10/26/2022 09:00:00 AM,126635,TE Pipeline Conditions for 10/25/2022,,TE
18,Capacity Constraint,10/24/2022 03:09:12 PM,10/24/2022 03:09:12 PM,10/28/2022 09:00:00 AM,126629,Joaquin to Longview VS 1-4 Isolation -- COMPLETE,,TE
19,Capacity Constraint,10/23/2022 03:40:41 PM,10/24/2022 09:00:00 AM,10/25/2022 09:00:00 AM,126592,TE Pipeline Conditions for 10/24/2022,,TE
20,Capacity Constraint,10/22/2022 03:32:47 PM,10/23/2022 09:00:00 AM,10/24/2022 09:00:00 AM,126555,TE Pipeline Conditions for 10/23/2022,,TE
21,Capacity Constraint,10/21/2022 03:51:00 PM,10/22/2022 09:00:00 AM,10/23/2022 09:00:00 AM,126521,TE Pipeline Conditions for 10/22/2022,,TE
22,Capacity Constraint,10/20/2022 04:27:00 PM,10/21/2022 09:00:00 AM,10/22/2022 09:00:00 AM,126487,TE Pipeline Conditions for 10/21/2022,,TE
23,Force Majeure,10/20/2022 02:16:00 PM,10/28/2022 09:00:00 AM,01/18/2023 09:00:00 AM,126454,TE Line 73 Valve Section 2 Force Majeure,,TE
24,Capacity Constraint,10/20/2022 02:15:00 PM,10/28/2022 09:00:00 AM,11/14/2022 09:00:00 AM,126453,TE Line 73 Valve Section 2 Unplanned Outage,,TE
25,Capacity Constraint,10/19/2022 06:39:30 PM,10/20/2022 09:00:00 AM,10/21/2022 09:00:00 AM,126446,TE Pipeline Conditions for 10/20/2022 - INTRADAY,,TE
26,Capacity Constraint,10/19/2022 04:35:00 PM,10/20/2022 09:00:00 AM,10/21/2022 09:00:00 AM,126444,TE Pipeline Conditions for 10/20/2022,,TE
27,Capacity Constraint,10/18/2022 03:27:08 PM,10/19/2022 09:00:00 AM,10/20/2022 09:00:00 AM,126404,TE Pipeline Conditions for 10/19/2022,,TE
28,Capacity Constraint,10/18/2022 07:49:55 AM,10/18/2022 09:00:00 AM,10/19/2022 09:00:00 AM,126352,TE Pipeline Conditions for 10/18/2022 -- CORRECTION,,TE
29,Capacity Constraint,10/17/2022 03:16:08 PM,10/18/2022 09:00:00 AM,10/19/2022 09:00:00 AM,126342,TE Pipeline Conditions for 10/18/2022,,TE
30,Operational Flow Order,10/17/2022 07:55:49 AM,10/17/2022 09:00:00 AM,01/15/2023 07:55:49 AM,126319,TE M2-30 and M3 OFO -- LIFTED,,TE
31,Capacity Constraint,10/16/2022 03:11:12 PM,10/17/2022 09:00:00 AM,10/18/2022 09:00:00 AM,126318,TE Pipeline Conditions for 10/17/2022,,TE
32,Capacity Constraint,10/15/2022 02:54:23 PM,10/16/2022 09:00:00 AM,10/17/2022 09:00:00 AM,126278,TE Pipeline Conditions for 10/16/2022,,TE
33,Capacity Constraint,10/14/2022 02:58:10 PM,10/15/2022 09:00:00 AM,10/16/2022 09:00:00 AM,126239,TE Pipeline Conditions for 10/15/2022,,TE
34,Computer System Status,10/14/2022 10:04:50 AM,10/14/2022 10:30:00 PM,10/17/2022 02:30:00 AM,126222,Reminder: LINK System Maintenance this weekend (October 14 to October 17),,TE
35,Capacity Constraint,10/13/2022 02:44:33 PM,10/14/2022 09:00:00 AM,10/15/2022 09:00:00 AM,126178,TE Pipeline Conditions for 10/14/2022,,TE
36,Capacity Constraint,10/12/2022 04:00:00 PM,10/13/2022 09:00:00 AM,10/14/2022 09:00:00 AM,126162,TE Pipeline Conditions for 10/13/2022,,TE
37,Capacity Constraint,10/11/2022 03:12:00 PM,10/12/2022 09:00:00 AM,10/13/2022 09:00:00 AM,126128,TE Pipeline Conditions for 10/12/2022,,TE
38,Capacity Constraint,10/10/2022 03:31:57 PM,10/11/2022 09:00:00 AM,10/12/2022 09:00:00 AM,126056,TE Pipeline Conditions for 10/11/2022,,TE
39,Operational Flow Order,10/10/2022 08:13:46 AM,10/11/2022 09:00:00 AM,01/08/2023 08:13:46 AM,126014,TE M2-30 and M3 Operational Flow Order,,TE
40,Capacity Constraint,10/09/2022 03:45:59 PM,10/10/2022 09:00:00 AM,10/11/2022 09:00:00 AM,126013,TE Pipeline Conditions for 10/10/2022,,TE
41,Capacity Constraint,10/08/2022 03:42:18 PM,10/09/2022 09:00:00 AM,10/10/2022 09:00:00 AM,125981,TE Pipeline Conditions for 10/9/2022 -- CORRECTION,,TE
42,Capacity Constraint,10/08/2022 03:27:41 PM,10/09/2022 09:00:00 AM,10/10/2022 09:00:00 AM,125980,TE Pipeline Conditions for 10/9/2022,,TE
43,Capacity Constraint,10/07/2022 03:55:11 PM,10/08/2022 09:00:00 AM,10/09/2022 09:00:00 AM,125947,TE Pipeline Conditions for 10/8/2022,,TE
44,Capacity Constraint,10/06/2022 03:25:00 PM,10/07/2022 09:00:00 AM,10/08/2022 09:00:00 AM,125908,TE Pipeline Conditions for 10/7/2022,,TE
45,Force Majeure,10/06/2022 02:52:30 PM,10/06/2022 02:52:30 PM,01/04/2023 02:52:30 PM,125890,Athens Compressor Station Force Majeure,,TE
46,Capacity Constraint,10/06/2022 02:52:00 PM,10/06/2022 02:52:00 PM,01/04/2023 02:52:00 PM,125889,Athens Compressor Station Unplanned Outage,,TE
47,Computer System Status,10/06/2022 02:28:06 PM,10/14/2022 10:30:00 PM,10/17/2022 02:30:00 AM,125885,LINK System Maintenance the weekend of October 14th,,TE
48,Capacity Constraint,10/05/2022 04:14:00 PM,10/06/2022 09:00:00 AM,10/07/2022 09:00:00 AM,125855,TE Pipeline Conditions for 10/6/2022,,TE
49,Capacity Constraint,10/04/2022 05:07:18 PM,10/04/2022 05:07:18 PM,01/02/2023 05:07:18 PM,125821,French Lick to Seymour Line 1 Isolation -- COMPLETE,,TE
50,Capacity Constraint,10/04/2022 03:36:00 PM,10/05/2022 09:00:00 AM,10/06/2022 09:00:00 AM,125817,TE Pipeline Conditions for 10/5/2022,,TE
51,Operational Flow Order,10/04/2022 01:01:58 PM,10/04/2022 01:01:58 PM,01/02/2023 01:01:58 PM,125788,TE System Wide OFO Market Area -- LIFTED (Access Area Remains),,TE
52,Computer System Status,10/04/2022 07:49:45 AM,10/05/2022 05:00:00 AM,10/05/2022 10:00:00 AM,125784,"Reminder - Application Maintenance on Wednesday October 5, 2022",,TE
53,Other,10/03/2022 04:47:00 PM,10/03/2022 04:47:00 PM,10/06/2022 10:30:00 AM,125763,Texas Eastern Gas Purchase (PTR) - STX October 2022,,TE
54,Capacity Constraint,10/03/2022 03:08:31 PM,10/04/2022 09:00:00 AM,10/05/2022 09:00:00 AM,125757,TE Pipeline Conditions for 10/4/2022,,TE
55,Capacity Constraint,10/02/2022 03:41:34 PM,10/03/2022 09:00:00 AM,10/04/2022 09:00:00 AM,125721,TE Pipeline Conditions for 10/3/2022,,TE
56,Capacity Constraint,10/01/2022 03:31:28 PM,10/02/2022 09:00:00 AM,10/03/2022 09:00:00 AM,125691,TE Pipeline Conditions for 10/2/2022,,TE
57,Force Majeure,10/01/2022 07:12:11 AM,10/01/2022 07:12:11 AM,12/30/2022 07:12:11 AM,125662,TE Line 73 Valve Section 1A Force Majeure -- COMPLETE,,TE
58,Capacity Constraint,10/01/2022 07:09:28 AM,10/01/2022 07:09:28 AM,12/30/2022 07:09:28 AM,125661,TE Line 73 Valve Section 1A Unplanned Outage -- COMPLETE,,TE
59,Capacity Constraint,09/30/2022 03:43:04 PM,10/01/2022 09:00:00 AM,10/02/2022 09:00:00 AM,125653,TE Pipeline Conditions for 10/12022,,TE
60,Capacity Constraint,09/30/2022 08:35:16 AM,09/30/2022 08:35:16 AM,12/29/2022 08:35:16 AM,125622,TE Line 73 Valve Section 1A Unplanned Outage -- UPDATE,,TE
61,Capacity Constraint,09/29/2022 02:58:00 PM,09/30/2022 09:00:00 AM,10/01/2022 09:00:00 AM,125604,TE Pipeline Conditions for 9/30/2022,,TE
62,Operational Flow Order,09/29/2022 08:27:27 AM,10/01/2022 09:00:00 AM,12/28/2022 08:27:27 AM,125590,TE System Wide Operational Flow Order Effective 10/1,,TE
63,Operational Flow Order,09/29/2022 08:22:28 AM,10/01/2022 09:00:00 AM,12/28/2022 08:22:28 AM,125589,TE M2-30 and M3 Operational Flow Order -- LIFTED,,TE
64,Capacity Constraint,09/28/2022 07:10:00 PM,09/28/2022 07:10:00 PM,12/27/2022 07:10:00 PM,125586,TE Line 73 Valve Section 1A Unplanned Outage -- UPDATE,,TE
65,Capacity Constraint,09/28/2022 03:30:00 PM,09/29/2022 09:00:00 AM,09/30/2022 09:00:00 AM,125581,TE Pipeline Conditions for 9/29/2022,,TE
66,Operational Flow Order,09/28/2022 02:41:35 PM,09/29/2022 09:00:00 AM,12/27/2022 02:41:35 PM,125563,TE Individual Operational Flow Order -- LIFTED,,TE
67,Capacity Constraint,09/27/2022 03:17:00 PM,09/28/2022 09:00:00 AM,09/29/2022 09:00:00 AM,125540,TE Pipeline Conditions for 9/28/2022,,TE
68,Computer System Status,09/27/2022 01:36:32 PM,09/27/2022 01:36:32 PM,12/26/2022 01:36:32 PM,125512,"LINK Application Maintenance Postponed until October 5, 2022",,TE
69,Capacity Constraint,09/27/2022 07:56:00 AM,09/27/2022 07:56:00 AM,12/26/2022 07:56:00 AM,125488,TE Line 73 Valve Section 1A Unplanned Outage -- UPDATE,,TE
70,Computer System Status,09/26/2022 03:38:32 PM,09/26/2022 03:38:32 PM,12/25/2022 03:38:32 PM,125484,"Reminder about Application Maintenance on Wednesday September 28, 2022",,TE
71,Capacity Constraint,09/26/2022 03:19:55 PM,09/27/2022 09:00:00 AM,09/28/2022 09:00:00 AM,125464,TE Pipeline Conditions for 9/27/2022,,TE
72,Capacity Constraint,09/26/2022 08:15:00 AM,09/26/2022 08:15:00 AM,12/25/2022 08:15:00 AM,125435,TE Line 73 Valve Section 1A Unplanned Outage -- UPDATE,,TE
73,Capacity Constraint,09/25/2022 02:44:34 PM,09/26/2022 09:00:00 AM,09/27/2022 09:00:00 AM,125419,TE Pipeline Conditions for 9/26/2022,,TE
74,Capacity Constraint,09/24/2022 02:51:10 PM,09/25/2022 09:00:00 AM,09/26/2022 09:00:00 AM,125391,TE Pipeline Conditions for 9/25/2022,,TE
75,Capacity Constraint,09/23/2022 02:58:54 PM,09/24/2022 09:00:00 AM,09/25/2022 09:00:00 AM,125360,TE Pipeline Conditions for 9/24/2022,,TE
76,Capacity Constraint,09/22/2022 03:10:43 PM,09/23/2022 09:00:00 AM,09/24/2022 09:00:00 AM,125344,TE Pipeline Conditions for 9/23/2022,,TE
77,Capacity Constraint,09/21/2022 06:30:09 PM,09/21/2022 06:30:09 PM,12/20/2022 06:30:09 PM,125313,TE Line 73 Valve Section 1A Unplanned Outage -- UPDATE,,TE
78,Capacity Constraint,09/21/2022 02:52:05 PM,09/22/2022 09:00:00 AM,09/23/2022 09:00:00 AM,125298,TE Pipeline Conditions for 9/22/2022,,TE
79,Capacity Constraint,09/20/2022 06:43:22 PM,09/21/2022 09:00:00 AM,09/22/2022 09:00:00 AM,125282,TE Pipeline Conditions for 9/21/2022 -- INTRADAY,,TE
80,Capacity Constraint,09/20/2022 06:33:38 PM,09/20/2022 06:33:38 PM,09/21/2022 09:00:00 AM,125281,TE Pipeline Conditions for 9/20/2022 -- INTRADAY,,TE
81,Operational Flow Order,09/20/2022 06:10:35 PM,09/22/2022 09:00:00 AM,12/19/2022 09:00:00 AM,125278,TE M2-30 and M3 Operational Flow Order,,TE
82,Force Majeure,09/20/2022 05:48:05 PM,09/20/2022 05:48:05 PM,12/19/2022 05:48:05 PM,125276,TE Line 73 Valve Section 1A Force Majeure,,TE
83,Capacity Constraint,09/20/2022 05:46:35 PM,09/20/2022 05:46:35 PM,12/19/2022 05:46:35 PM,125275,TE Line 73 Valve Section 1A Unplanned Outage,,TE
84,Capacity Constraint,09/20/2022 02:54:24 PM,09/21/2022 09:00:00 AM,09/22/2022 09:00:00 AM,125258,TE Pipeline Conditions for 9/21/2022,,TE
85,Operational Flow Order,09/20/2022 11:00:00 AM,09/21/2022 09:00:00 AM,12/19/2022 09:00:00 AM,125246,TE Individual Operational Flow Order EFF 9/21/22,,TE
86,Capacity Constraint,09/19/2022 03:45:00 PM,09/20/2022 09:00:00 AM,09/21/2022 09:00:00 AM,125239,TE Pipeline Conditions for 9/20/2022,,TE
87,Capacity Constraint,09/18/2022 03:23:00 PM,09/19/2022 09:00:00 AM,09/20/2022 09:00:00 AM,125211,TE Pipeline Conditions for 9/19/2022,,TE
88,Capacity Constraint,09/17/2022 03:32:00 PM,09/18/2022 09:00:00 AM,09/19/2022 09:00:00 AM,125183,TE Pipeline Conditions for 9/18/2022,,TE
89,Capacity Constraint,09/17/2022 10:50:00 AM,09/17/2022 10:50:00 AM,12/16/2022 10:50:00 AM,125157,Chester Junction Line 1-A-1 Valve Section 1 Maintenance -- COMPLETE,,TE
90,Capacity Constraint,09/16/2022 03:03:00 PM,09/17/2022 09:00:00 AM,09/18/2022 09:00:00 AM,125138,TE Pipeline Conditions for 9/17/2022,,TE
91,Capacity Constraint,09/15/2022 03:27:00 PM,09/16/2022 09:00:00 AM,09/17/2022 09:00:00 AM,125123,TE Pipeline Conditions for 9/16/2022,,TE
92,Capacity Constraint,09/15/2022 02:23:23 PM,09/15/2022 02:23:23 PM,09/16/2022 09:00:00 AM,125107,TE Pipeline Conditions for 9/15/2022 -- INTRADAY,,TE
93,Capacity Constraint,09/14/2022 04:19:00 PM,09/15/2022 09:00:00 AM,09/16/2022 09:00:00 AM,125096,TE Pipeline Conditions for 9/15/2022,,TE
94,Capacity Constraint,09/13/2022 03:37:00 PM,09/14/2022 09:00:00 AM,09/15/2022 09:00:00 AM,125063,TE Pipeline Conditions for 9/14/2022,,TE
95,Capacity Constraint,09/12/2022 03:13:00 PM,09/13/2022 09:00:00 AM,09/14/2022 09:00:00 AM,124984,TE Pipeline Conditions for 9/13/2022,,TE
96,Capacity Constraint,09/12/2022 07:55:00 AM,09/12/2022 09:00:00 AM,12/11/2022 07:55:00 AM,124954,LaRose to White Castle Line 40 Isolation -- COMPLETE,,TE
97,Computer System Status,09/12/2022 07:11:29 AM,09/12/2022 07:11:29 AM,12/11/2022 07:11:29 AM,124950,"Changes to LINK System Maintenance for the week of September 12, 2022",,TE
98,Capacity Constraint,09/11/2022 03:21:24 PM,09/12/2022 09:00:00 AM,09/13/2022 09:00:00 AM,124928,TE Pipeline Conditions for 9/12/2022,,TE
99,Capacity Constraint,09/10/2022 03:02:03 PM,09/11/2022 09:00:00 AM,09/12/2022 09:00:00 AM,124889,TE Pipeline Conditions for 9/11/2022,,TE
100,Capacity Constraint,09/09/2022 03:22:10 PM,09/10/2022 09:00:00 AM,09/11/2022 09:00:00 AM,124866,TE Pipeline Conditions for 9/10/2022,,TE
101,Capacity Constraint,09/08/2022 04:03:00 PM,09/09/2022 09:00:00 AM,09/10/2022 09:00:00 AM,124820,TE Pipeline Conditions for 9/9/2022,,TE
102,Capacity Constraint,09/07/2022 04:00:00 PM,09/08/2022 09:00:00 AM,09/09/2022 09:00:00 AM,124790,TE Pipeline Conditions for 9/8/2022,,TE
103,Capacity Constraint,09/06/2022 09:18:57 PM,09/06/2022 09:18:57 PM,12/05/2022 09:18:57 PM,124758,TE Unplanned Meter Outage MR71455,,TE
104,Capacity Constraint,09/06/2022 05:05:00 PM,09/07/2022 09:00:00 AM,09/08/2022 09:00:00 AM,124757,TE Pipeline Conditions for 9/7/2022 -- INTRADAY,,TE
105,Capacity Constraint,09/06/2022 03:22:00 PM,09/07/2022 09:00:00 AM,09/08/2022 09:00:00 AM,124752,TE Pipeline Conditions for 9/7/2022,,TE
106,Capacity Constraint,09/05/2022 04:44:35 PM,09/06/2022 09:00:00 AM,09/07/2022 04:44:35 PM,124721,TE Pipeline Conditions for 9/6/2022 -- INTRADAY,,TE
107,Capacity Constraint,09/05/2022 02:57:45 PM,09/06/2022 09:00:00 AM,09/07/2022 09:00:00 AM,124702,TE Pipeline Conditions for 9/6/2022,,TE
108,Capacity Constraint,09/04/2022 02:42:15 PM,09/05/2022 09:00:00 AM,09/06/2022 09:00:00 AM,124673,TE Pipeline Conditions for 9/5/2022,,TE
109,Capacity Constraint,09/03/2022 02:51:13 PM,09/04/2022 09:00:00 AM,09/05/2022 09:00:00 AM,124645,TE Pipeline Conditions for 9/4/2022,,TE
110,Capacity Constraint,09/02/2022 03:03:53 PM,09/03/2022 09:00:00 AM,09/04/2022 09:00:00 AM,124614,TE Pipeline Conditions for 9/3/2022,,TE
111,Capacity Constraint,09/01/2022 03:56:00 PM,09/02/2022 09:00:00 AM,09/03/2022 09:00:00 AM,124600,TE Pipeline Conditions for 9/2/2022,,TE
112,Computer System Status,09/01/2022 08:45:25 AM,09/01/2022 08:45:25 AM,11/30/2022 08:45:25 AM,124569,Application Maintenance on September 14,,TE
113,Operational Flow Order,09/01/2022 08:10:56 AM,09/03/2022 09:00:00 AM,09/06/2022 09:00:00 AM,124547,"TE Operational Flow Order M2-24, M2-30 and M3 EFF 9/3",,TE
114,Operational Flow Order,09/01/2022 07:57:25 AM,09/01/2022 09:00:00 AM,11/30/2022 07:57:25 AM,124545,TE Individual Operational Flow Order -- LIFTED,,TE
115,Capacity Constraint,08/31/2022 03:34:00 PM,09/01/2022 09:00:00 AM,09/02/2022 09:00:00 AM,124536,TE Pipeline Conditions for 9/1/2022,,TE
116,Capacity Constraint,08/30/2022 03:43:00 PM,08/31/2022 09:00:00 AM,09/01/2022 09:00:00 AM,124508,TE Pipeline Conditions for 8/31/2022,,TE
117,Capacity Constraint,08/29/2022 03:50:00 PM,08/30/2022 09:00:00 AM,08/31/2022 09:00:00 AM,124472,TE Pipeline Conditions for 8/30/2022,,TE
118,Capacity Constraint,08/28/2022 03:30:00 PM,08/29/2022 09:00:00 AM,08/30/2022 09:00:00 AM,124417,TE Pipeline Conditions for 8/29/2022,,TE
119,Capacity Constraint,08/27/2022 03:36:00 PM,08/28/2022 09:00:00 AM,08/29/2022 09:00:00 AM,124390,TE Pipeline Conditions for 8/28/2022,,TE
120,Capacity Constraint,08/26/2022 03:55:00 PM,08/27/2022 09:00:00 AM,08/28/2022 09:00:00 AM,124361,TE Pipeline Conditions for 8/27/2022,,TE
121,Capacity Constraint,08/25/2022 03:25:00 PM,08/26/2022 09:00:00 AM,08/27/2022 09:00:00 AM,124332,TE Pipeline Conditions for 8/26/2022,,TE
122,Capacity Constraint,08/24/2022 03:45:00 PM,08/25/2022 09:00:00 AM,08/26/2022 09:00:00 AM,124289,TE Pipeline Conditions for 8/25/2022,,TE
123,Capacity Constraint,08/23/2022 03:29:03 PM,08/24/2022 09:00:00 AM,08/25/2022 09:00:00 AM,124262,TE Pipeline Conditions for 8/24/2022,,TE
124,Operational Flow Order,08/23/2022 03:00:00 PM,08/25/2022 09:00:00 AM,08/27/2022 09:00:00 AM,124235,TE M2-30 and M3 Operational Flow Order,,TE
125,Capacity Constraint,08/22/2022 03:03:28 PM,08/23/2022 09:00:00 AM,08/24/2022 09:00:00 AM,124215,TE Pipeline Conditions for 8/23/2022,,TE
126,Capacity Constraint,08/21/2022 03:02:12 PM,08/22/2022 09:00:00 AM,08/23/2022 09:00:00 AM,124184,TE Pipeline Conditions for 8/22/2022,,TE
127,Capacity Constraint,08/20/2022 03:29:14 PM,08/21/2022 09:00:00 AM,08/22/2022 09:00:00 AM,124168,TE Pipeline Conditions for 8/21/2022,,TE
128,Capacity Constraint,08/19/2022 03:09:46 PM,08/20/2022 09:00:00 AM,08/21/2022 09:00:00 AM,124139,TE Pipeline Conditions for 8/20/2022,,TE
129,Capacity Constraint,08/18/2022 03:06:39 PM,08/19/2022 09:00:00 AM,08/20/2022 09:00:00 AM,124099,TE Pipeline Conditions for 8/19/2022,,TE
130,Computer System Status,08/18/2022 07:14:34 AM,08/18/2022 07:14:34 AM,11/16/2022 07:14:34 AM,124074,LINK System Maintenance the weekend of September 16th,,TE
131,Capacity Constraint,08/17/2022 03:28:06 PM,08/18/2022 09:00:00 AM,08/19/2022 09:00:00 AM,124052,TE Pipeline Conditions for 8/18/2022,,TE
132,Capacity Constraint,08/16/2022 03:16:19 PM,08/17/2022 09:00:00 AM,08/18/2022 09:00:00 AM,123974,TE Pipeline Conditions for 8/17/2022,,TE
133,Operational Flow Order,08/16/2022 02:06:15 PM,08/18/2022 09:00:00 AM,11/14/2022 02:06:15 PM,123953,TE Individual Operational Flow Order EFF 8/18/22 -- CORRECTION,,TE
134,Operational Flow Order,08/16/2022 01:46:10 PM,08/18/2022 09:00:00 AM,11/14/2022 01:46:10 PM,123950,TE Individual Operational Flow Order EFF 8/18/22,,TE
135,Capacity Constraint,08/15/2022 03:16:33 PM,08/16/2022 09:00:00 AM,08/17/2022 09:00:00 AM,123945,TE Pipeline Conditions for 8/16/2022,,TE
136,Capacity Constraint,08/14/2022 02:55:48 PM,08/15/2022 09:00:00 AM,08/16/2022 09:00:00 AM,123907,TE Pipeline Conditions for 8/15/2022,,TE
137,Capacity Constraint,08/13/2022 02:55:44 PM,08/14/2022 09:00:00 AM,08/15/2022 09:00:00 AM,123880,TE Pipeline Conditions for 8/14/2022,,TE
